station_id,timestamp,wind_vv_m_s,wind_vmax_m_s,wind_dv_g,wind_dmax_g
9451F,2025-05-13 14:00:00+00:00,1.9,5.3,97.0,86.0
9460X,2025-05-13 14:00:00+00:00,1.3,6.5,129.0,50.0
9491X,2025-05-13 14:00:00+00:00,1.4,4.2,2.0,27.0
9495Y,2025-05-13 14:00:00+00:00,2.2,4.0,353.0,5.0
9501X,2025-05-13 14:00:00+00:00,2.5,6.3,133.0,77.0
9510X,2025-05-13 14:00:00+00:00,1.7,4.4,47.0,
9513X,2025-05-13 14:00:00+00:00,4.0,7.0,44.0,52.0
9531Y,2025-05-13 14:00:00+00:00,0.7,3.9,323.0,187.0
9546B,2025-05-13 14:00:00+00:00,1.1,6.0,345.0,62.0
9550C,2025-05-13 14:00:00+00:00,6.6,9.4,58.0,55.0
9561X,2025-05-13 14:00:00+00:00,6.8,10.5,72.0,90.0
9562X,2025-05-13 14:00:00+00:00,6.0,8.5,107.0,110.0
9569A,2025-05-13 14:00:00+00:00,4.4,8.3,97.0,110.0
9573X,2025-05-13 14:00:00+00:00,4.6,10.3,97.0,90.0
9574B,2025-05-13 14:00:00+00:00,1.9,3.7,329.0,51.0
9585,2025-05-13 14:00:00+00:00,2.4,5.9,171.0,203.0
9590,2025-05-13 14:00:00+00:00,2.2,5.8,258.0,272.0
9590D,2025-05-13 14:00:00+00:00,1.4,5.1,247.0,244.0
9632X,2025-05-13 14:00:00+00:00,3.2,,,
9638D,2025-05-13 14:00:00+00:00,3.1,7.8,252.0,265.0
9657X,2025-05-13 14:00:00+00:00,1.3,4.3,139.0,157.0
9677,2025-05-13 14:00:00+00:00,3.1,6.4,222.0,209.0
9698U,2025-05-13 14:00:00+00:00,2.8,8.1,342.0,340.0
9707,2025-05-13 14:00:00+00:00,1.2,5.9,221.0,57.0
9724X,2025-05-13 14:00:00+00:00,2.8,8.0,172.0,207.0
9726E,2025-05-13 14:00:00+00:00,4.0,9.4,207.0,195.0
9729X,2025-05-13 14:00:00+00:00,2.1,6.5,138.0,165.0
9744B,2025-05-13 14:00:00+00:00,1.8,5.3,59.0,37.0
9751,2025-05-13 14:00:00+00:00,1.8,5.1,313.0,327.0
9756X,2025-05-13 14:00:00+00:00,1.3,3.8,317.0,290.0
9771C,2025-05-13 14:00:00+00:00,1.9,4.1,253.0,285.0
9784P,2025-05-13 14:00:00+00:00,1.5,3.2,354.0,3.0
9808X,2025-05-13 14:00:00+00:00,3.1,7.0,331.0,340.0
9812M,2025-05-13 14:00:00+00:00,0.5,2.3,312.0,84.0
9814I,2025-05-13 14:00:00+00:00,0.5,2.8,43.0,302.0
9814X,2025-05-13 14:00:00+00:00,1.3,6.6,1.0,12.0
9838B,2025-05-13 14:00:00+00:00,3.6,7.0,266.0,275.0
9839V,2025-05-13 14:00:00+00:00,1.0,5.7,98.0,180.0
9843A,2025-05-13 14:00:00+00:00,1.5,5.7,172.0,230.0
9855E,2025-05-13 14:00:00+00:00,1.4,3.8,34.0,90.0
9866C,2025-05-13 14:00:00+00:00,0.7,4.8,17.0,172.0
9894Y,2025-05-13 14:00:00+00:00,1.6,3.9,69.0,40.0
9898,2025-05-13 14:00:00+00:00,1.4,3.8,243.0,248.0
9908X,2025-05-13 14:00:00+00:00,2.5,8.7,12.0,27.0
9911X,2025-05-13 14:00:00+00:00,2.6,5.7,22.0,62.0
9918Y,2025-05-13 14:00:00+00:00,0.7,4.8,66.0,232.0
9924X,2025-05-13 14:00:00+00:00,2.3,5.6,82.0,285.0
9935X,2025-05-13 14:00:00+00:00,3.0,6.2,125.0,100.0
9947X,2025-05-13 14:00:00+00:00,2.5,7.1,104.0,82.0
9961X,2025-05-13 14:00:00+00:00,1.6,6.2,28.0,120.0
9975X,2025-05-13 14:00:00+00:00,5.8,10.0,127.0,132.0
9981A,2025-05-13 14:00:00+00:00,3.5,7.4,160.0,153.0
9988B,2025-05-13 14:00:00+00:00,2.0,5.5,202.0,223.0
9990X,2025-05-13 14:00:00+00:00,1.4,3.9,243.0,220.0
9994X,2025-05-13 14:00:00+00:00,2.1,5.4,10.0,42.0
9995Y,2025-05-13 14:00:00+00:00,3.2,5.6,4.0,15.0
9998X,2025-05-13 14:00:00+00:00,2.2,5.4,14.0,80.0
B013X,2025-05-13 14:00:00+00:00,1.0,7.7,143.0,168.0
B051A,2025-05-13 14:00:00+00:00,1.8,4.0,307.0,178.0
B087X,2025-05-13 14:00:00+00:00,3.0,4.4,4.0,10.0
B103B,2025-05-13 14:00:00+00:00,1.8,4.5,292.0,267.0
B158X,2025-05-13 14:00:00+00:00,4.0,6.8,211.0,222.0
B228,2025-05-13 14:00:00+00:00,3.7,6.6,209.0,221.0
B236C,2025-05-13 14:00:00+00:00,3.4,7.7,180.0,235.0
B248,2025-05-13 14:00:00+00:00,1.6,5.2,108.0,104.0
B275E,2025-05-13 14:00:00+00:00,4.9,,,
B278,2025-05-13 14:00:00+00:00,7.9,11.3,220.0,210.0
B301,2025-05-13 14:00:00+00:00,3.5,7.4,150.0,160.0
B341X,2025-05-13 14:00:00+00:00,3.2,5.8,164.0,152.0
B373X,2025-05-13 14:00:00+00:00,4.7,7.7,157.0,140.0
B398A,2025-05-13 14:00:00+00:00,5.2,7.4,173.0,155.0
B410B,2025-05-13 14:00:00+00:00,3.2,6.0,162.0,164.0
B496X,2025-05-13 14:00:00+00:00,2.7,4.9,195.0,195.0
B569X,2025-05-13 14:00:00+00:00,4.7,5.7,189.0,193.0
B605X,2025-05-13 14:00:00+00:00,1.7,3.9,232.0,255.0
B614E,2025-05-13 14:00:00+00:00,2.4,6.5,125.0,110.0
B640X,2025-05-13 14:00:00+00:00,4.4,6.9,113.0,115.0
B644B,2025-05-13 14:00:00+00:00,1.9,3.8,59.0,72.0
B656A,2025-05-13 14:00:00+00:00,1.2,6.9,316.0,271.0
B662X,2025-05-13 14:00:00+00:00,2.7,7.2,35.0,85.0
B691Y,2025-05-13 14:00:00+00:00,3.0,9.6,318.0,195.0
B760X,2025-05-13 14:00:00+00:00,0.9,4.7,226.0,102.0
B780X,2025-05-13 14:00:00+00:00,1.9,6.8,54.0,40.0
B800X,2025-05-13 14:00:00+00:00,3.4,,211.0,
B825B,2025-05-13 14:00:00+00:00,2.7,5.5,204.0,215.0
B870C,2025-05-13 14:00:00+00:00,2.1,4.5,191.0,218.0
B893,2025-05-13 14:00:00+00:00,4.5,6.7,180.0,180.0
B925,2025-05-13 14:00:00+00:00,2.5,6.2,140.0,136.0
B954,2025-05-13 14:00:00+00:00,4.1,6.2,180.0,170.0
B957,2025-05-13 14:00:00+00:00,3.6,5.7,178.0,177.0
B986,2025-05-13 14:00:00+00:00,1.2,5.0,197.0,173.0
C018J,2025-05-13 14:00:00+00:00,6.6,10.6,353.0,355.0
C019V,2025-05-13 14:00:00+00:00,5.2,9.2,357.0,347.0
C029O,2025-05-13 14:00:00+00:00,7.2,11.8,360.0,10.0
C038N,2025-05-13 14:00:00+00:00,5.0,10.1,344.0,337.0
C048W,2025-05-13 14:00:00+00:00,6.2,10.1,355.0,347.0
C101A,2025-05-13 14:00:00+00:00,4.7,8.1,352.0,339.0
C117A,2025-05-13 14:00:00+00:00,6.0,10.6,16.0,15.0
C117Z,2025-05-13 14:00:00+00:00,1.8,5.1,210.0,117.0
C126A,2025-05-13 14:00:00+00:00,2.7,6.3,293.0,285.0
C129V,2025-05-13 14:00:00+00:00,5.9,9.7,24.0,2.0
C129Z,2025-05-13 14:00:00+00:00,2.1,4.6,197.0,192.0
C139E,2025-05-13 14:00:00+00:00,9.5,11.3,30.0,30.0
C148F,2025-05-13 14:00:00+00:00,5.8,10.5,13.0,25.0
C229J,2025-05-13 14:00:00+00:00,4.8,11.1,333.0,22.0
C239N,2025-05-13 14:00:00+00:00,2.7,6.3,53.0,60.0
C248E,2025-05-13 14:00:00+00:00,7.4,11.5,339.0,335.0
C249I,2025-05-13 14:00:00+00:00,6.5,8.2,10.0,350.0
C258K,2025-05-13 14:00:00+00:00,4.2,9.9,354.0,325.0
C259X,2025-05-13 14:00:00+00:00,4.8,7.5,349.0,357.0
C314Z,2025-05-13 14:00:00+00:00,6.3,13.8,44.0,22.0
C316I,2025-05-13 14:00:00+00:00,6.5,14.4,74.0,77.0
C317B,2025-05-13 14:00:00+00:00,2.2,5.5,257.0,167.0
C319W,2025-05-13 14:00:00+00:00,2.7,5.1,211.0,227.0
C328W,2025-05-13 14:00:00+00:00,3.5,7.3,17.0,20.0
C329Z,2025-05-13 14:00:00+00:00,3.6,11.1,319.0,288.0
C406G,2025-05-13 14:00:00+00:00,5.0,14.6,210.0,200.0
C419L,2025-05-13 14:00:00+00:00,4.7,7.2,210.0,196.0
C428T,2025-05-13 14:00:00+00:00,3.2,6.6,89.0,60.0
C429I,2025-05-13 14:00:00+00:00,8.2,11.3,80.0,90.0
C430E,2025-05-13 14:00:00+00:00,9.8,14.5,333.0,343.0
C438N,2025-05-13 14:00:00+00:00,2.5,5.4,206.0,230.0
C439J,2025-05-13 14:00:00+00:00,6.5,10.7,54.0,67.0
C446G,2025-05-13 14:00:00+00:00,2.4,8.6,312.0,315.0
C447A,2025-05-13 14:00:00+00:00,7.2,9.8,310.0,300.0
C449C,2025-05-13 14:00:00+00:00,3.8,9.0,40.0,358.0
C449F,2025-05-13 14:00:00+00:00,2.8,7.0,356.0,317.0
C457I,2025-05-13 14:00:00+00:00,2.7,5.2,353.0,352.0
C458A,2025-05-13 14:00:00+00:00,3.1,5.4,339.0,330.0
C459Z,2025-05-13 14:00:00+00:00,2.4,3.6,50.0,42.0
C468X,2025-05-13 14:00:00+00:00,0.9,4.5,51.0,350.0
C469E,2025-05-13 14:00:00+00:00,3.2,5.3,59.0,67.0
C611E,2025-05-13 14:00:00+00:00,2.3,5.8,253.0,280.0
C612F,2025-05-13 14:00:00+00:00,1.4,6.1,298.0,295.0
C614H,2025-05-13 14:00:00+00:00,0.7,5.8,260.0,325.0
C619X,2025-05-13 14:00:00+00:00,4.7,8.3,8.0,355.0
C619Y,2025-05-13 14:00:00+00:00,5.6,16.7,141.0,66.0
C623I,2025-05-13 14:00:00+00:00,3.2,7.7,317.0,307.0
C625O,2025-05-13 14:00:00+00:00,2.0,6.4,240.0,232.0
C628B,2025-05-13 14:00:00+00:00,8.5,11.8,354.0,357.0
C629Q,2025-05-13 14:00:00+00:00,5.5,8.9,133.0,152.0
C629X,2025-05-13 14:00:00+00:00,3.3,6.0,121.0,98.0
C635B,2025-05-13 14:00:00+00:00,1.4,5.0,119.0,162.0
C639M,2025-05-13 14:00:00+00:00,3.7,6.7,209.0,242.0
C639U,2025-05-13 14:00:00+00:00,4.1,8.6,197.0,27.0
C648C,2025-05-13 14:00:00+00:00,7.8,11.2,353.0,350.0
C648N,2025-05-13 14:00:00+00:00,5.6,12.8,308.0,307.0
C649I,2025-05-13 14:00:00+00:00,9.3,13.4,350.0,360.0
C649R,2025-05-13 14:00:00+00:00,5.3,9.4,359.0,10.0
C656V,2025-05-13 14:00:00+00:00,2.9,5.6,346.0,342.0
C658X,2025-05-13 14:00:00+00:00,3.9,8.6,319.0,325.0
C659H,2025-05-13 14:00:00+00:00,6.4,10.0,317.0,304.0
C659M,2025-05-13 14:00:00+00:00,2.8,7.8,316.0,321.0
C665T,2025-05-13 14:00:00+00:00,2.3,4.8,329.0,332.0
C668V,2025-05-13 14:00:00+00:00,4.5,7.8,27.0,17.0
C669B,2025-05-13 14:00:00+00:00,3.1,6.2,331.0,340.0
C689E,2025-05-13 14:00:00+00:00,3.8,5.3,208.0,220.0
C839X,2025-05-13 14:00:00+00:00,6.0,8.7,344.0,5.0
C916Q,2025-05-13 14:00:00+00:00,3.2,6.9,136.0,107.0
C917E,2025-05-13 14:00:00+00:00,5.5,11.9,87.0,90.0
C919K,2025-05-13 14:00:00+00:00,5.3,6.8,248.0,257.0
C925F,2025-05-13 14:00:00+00:00,6.1,9.0,341.0,340.0
C928I,2025-05-13 14:00:00+00:00,7.3,10.4,354.0,357.0
C929I,2025-05-13 14:00:00+00:00,7.4,9.3,360.0,10.0
C939T,2025-05-13 14:00:00+00:00,3.1,5.2,55.0,30.0
0009X,2025-05-13 15:00:00+00:00,0.1,3.7,180.0,335.0
0016A,2025-05-13 15:00:00+00:00,3.5,7.7,200.0,150.0
0042Y,2025-05-13 15:00:00+00:00,2.3,6.8,153.0,135.0
0061X,2025-05-13 15:00:00+00:00,4.6,7.6,241.0,260.0
0066X,2025-05-13 15:00:00+00:00,2.0,5.6,177.0,220.0
0073X,2025-05-13 15:00:00+00:00,0.8,4.9,53.0,357.0
0076,2025-05-13 15:00:00+00:00,4.4,7.2,220.0,210.0
0092X,2025-05-13 15:00:00+00:00,1.1,3.8,86.0,110.0
0106X,2025-05-13 15:00:00+00:00,3.9,11.2,190.0,197.0
0114X,2025-05-13 15:00:00+00:00,2.8,5.2,241.0,250.0
0120X,2025-05-13 15:00:00+00:00,3.4,7.0,159.0,135.0
0149X,2025-05-13 15:00:00+00:00,3.4,8.9,185.0,212.0
0171X,2025-05-13 15:00:00+00:00,2.7,5.6,161.0,157.0
0201D,2025-05-13 15:00:00+00:00,5.4,7.1,204.0,204.0
0201X,2025-05-13 15:00:00+00:00,2.7,6.4,271.0,250.0
0222X,2025-05-13 15:00:00+00:00,5.0,10.0,111.0,110.0
0252D,2025-05-13 15:00:00+00:00,1.4,5.5,186.0,195.0
0281Y,2025-05-13 15:00:00+00:00,2.3,4.9,195.0,200.0
0284X,2025-05-13 15:00:00+00:00,1.9,4.9,177.0,127.0
0312X,2025-05-13 15:00:00+00:00,2.8,6.5,92.0,100.0
0320I,2025-05-13 15:00:00+00:00,0.7,4.0,86.0,277.0
0360X,2025-05-13 15:00:00+00:00,0.2,3.1,149.0,257.0
0363X,2025-05-13 15:00:00+00:00,1.3,12.2,25.0,327.0
0367,2025-05-13 15:00:00+00:00,6.7,10.8,10.0,10.0
0370E,2025-05-13 15:00:00+00:00,1.8,10.2,297.0,315.0
0372C,2025-05-13 15:00:00+00:00,2.6,5.2,187.0,176.0
0385X,2025-05-13 15:00:00+00:00,3.9,5.5,156.0,150.0
0394X,2025-05-13 15:00:00+00:00,1.7,2.9,83.0,37.0
0411X,2025-05-13 15:00:00+00:00,1.1,5.6,127.0,137.0
0413A,2025-05-13 15:00:00+00:00,1.7,5.5,159.0,155.0
0421X,2025-05-13 15:00:00+00:00,1.6,3.8,198.0,210.0
0429X,2025-05-13 15:00:00+00:00,1.7,3.7,204.0,212.0
0433D,2025-05-13 15:00:00+00:00,2.6,,146.0,
1002Y,2025-05-13 15:00:00+00:00,1.9,4.3,12.0,15.0
1010X,2025-05-13 15:00:00+00:00,0.5,3.3,113.0,262.0
1012P,2025-05-13 15:00:00+00:00,0.5,3.0,118.0,247.0
1014A,2025-05-13 15:00:00+00:00,1.7,4.1,120.0,220.0
1021X,2025-05-13 15:00:00+00:00,1.1,2.8,178.0,30.0
1025A,2025-05-13 15:00:00+00:00,2.0,5.5,24.0,57.0
1025X,2025-05-13 15:00:00+00:00,2.6,6.3,168.0,197.0
1026X,2025-05-13 15:00:00+00:00,2.4,5.7,64.0,97.0
1033X,2025-05-13 15:00:00+00:00,0.3,4.1,68.0,205.0
1037Y,2025-05-13 15:00:00+00:00,1.5,,,
1038X,2025-05-13 15:00:00+00:00,1.0,3.1,76.0,347.0
1041A,2025-05-13 15:00:00+00:00,4.4,6.2,52.0,61.0
1049N,2025-05-13 15:00:00+00:00,1.2,3.5,19.0,12.0
1050J,2025-05-13 15:00:00+00:00,1.7,3.6,337.0,319.0
1052A,2025-05-13 15:00:00+00:00,2.3,4.6,70.0,77.0
1056K,2025-05-13 15:00:00+00:00,2.6,5.8,19.0,27.0
1057B,2025-05-13 15:00:00+00:00,4.5,7.2,85.0,97.0
1059X,2025-05-13 15:00:00+00:00,3.0,6.9,27.0,35.0
1060X,2025-05-13 15:00:00+00:00,4.0,6.7,334.0,325.0
1064L,2025-05-13 15:00:00+00:00,0.7,2.7,88.0,117.0
1074C,2025-05-13 15:00:00+00:00,2.4,5.7,57.0,55.0
1078I,2025-05-13 15:00:00+00:00,1.2,4.8,358.0,320.0
1082,2025-05-13 15:00:00+00:00,4.3,6.7,270.0,290.0
1083B,2025-05-13 15:00:00+00:00,1.8,6.1,348.0,15.0
1083L,2025-05-13 15:00:00+00:00,2.6,3.7,12.0,2.0
1089U,2025-05-13 15:00:00+00:00,1.2,4.2,89.0,72.0
1096X,2025-05-13 15:00:00+00:00,2.0,4.0,28.0,55.0
1109X,2025-05-13 15:00:00+00:00,4.9,7.7,50.0,30.0
1111X,2025-05-13 15:00:00+00:00,5.8,7.4,44.0,30.0
1124E,2025-05-13 15:00:00+00:00,3.8,7.0,2.0,2.0
1135C,2025-05-13 15:00:00+00:00,1.4,3.6,321.0,280.0
1152C,2025-05-13 15:00:00+00:00,2.6,4.8,42.0,60.0
1154H,2025-05-13 15:00:00+00:00,5.3,7.3,45.0,40.0
1159,2025-05-13 15:00:00+00:00,3.2,5.2,60.0,70.0
1167B,2025-05-13 15:00:00+00:00,1.0,3.4,134.0,65.0
1167H,2025-05-13 15:00:00+00:00,3.0,8.5,143.0,148.0
1167J,2025-05-13 15:00:00+00:00,1.9,3.6,65.0,313.0
1174I,2025-05-13 15:00:00+00:00,4.8,10.5,337.0,330.0
1176A,2025-05-13 15:00:00+00:00,1.8,4.6,38.0,47.0
1178E,2025-05-13 15:00:00+00:00,4.3,7.2,355.0,336.0
1178I,2025-05-13 15:00:00+00:00,1.3,3.3,4.0,15.0
1178M,2025-05-13 15:00:00+00:00,2.6,4.4,332.0,322.0
1178R,2025-05-13 15:00:00+00:00,4.0,6.5,85.0,97.0
1179B,2025-05-13 15:00:00+00:00,2.0,6.3,110.0,125.0
1183X,2025-05-13 15:00:00+00:00,4.6,5.9,82.0,77.0
1186P,2025-05-13 15:00:00+00:00,1.9,6.8,286.0,302.0
1191D,2025-05-13 15:00:00+00:00,1.5,3.9,357.0,360.0
1199X,2025-05-13 15:00:00+00:00,3.1,6.4,45.0,37.0
1203D,2025-05-13 15:00:00+00:00,3.4,6.2,75.0,72.0
1208H,2025-05-13 15:00:00+00:00,2.0,4.1,87.0,91.0
1210X,2025-05-13 15:00:00+00:00,1.0,3.7,122.0,135.0
1212E,2025-05-13 15:00:00+00:00,2.0,4.6,20.0,30.0
1221D,2025-05-13 15:00:00+00:00,1.0,3.5,315.0,337.0
1223P,2025-05-13 15:00:00+00:00,2.3,7.2,360.0,
1226X,2025-05-13 15:00:00+00:00,2.0,5.1,330.0,310.0
1234P,2025-05-13 15:00:00+00:00,1.8,4.8,259.0,252.0
1249X,2025-05-13 15:00:00+00:00,2.6,5.8,60.0,35.0
1272B,2025-05-13 15:00:00+00:00,2.4,4.8,135.0,102.0
1276F,2025-05-13 15:00:00+00:00,1.4,7.5,9.0,15.0
1283U,2025-05-13 15:00:00+00:00,1.0,2.6,31.0,228.0
1297E,2025-05-13 15:00:00+00:00,1.4,6.4,301.0,290.0
1302F,2025-05-13 15:00:00+00:00,0.7,2.6,347.0,315.0
1309C,2025-05-13 15:00:00+00:00,3.0,6.1,281.0,275.0
1327A,2025-05-13 15:00:00+00:00,4.4,7.0,321.0,322.0
1331A,2025-05-13 15:00:00+00:00,1.7,3.3,345.0,346.0
1341B,2025-05-13 15:00:00+00:00,4.5,6.2,2.0,350.0
1342X,2025-05-13 15:00:00+00:00,1.2,3.5,306.0,95.0
1351,2025-05-13 15:00:00+00:00,11.0,12.5,273.0,266.0
1354C,2025-05-13 15:00:00+00:00,0.9,6.8,262.0,340.0
1387,2025-05-13 15:00:00+00:00,3.7,6.9,288.0,280.0
1387D,2025-05-13 15:00:00+00:00,3.2,6.4,301.0,300.0
1387E,2025-05-13 15:00:00+00:00,3.3,6.7,310.0,310.0
1393,2025-05-13 15:00:00+00:00,4.1,5.8,257.0,259.0
1400,2025-05-13 15:00:00+00:00,3.7,5.1,294.0,287.0
1428,2025-05-13 15:00:00+00:00,2.4,5.7,300.0,290.0
1435C,2025-05-13 15:00:00+00:00,1.8,5.9,276.0,217.0
1437P,2025-05-13 15:00:00+00:00,5.8,,306.0,
1466A,2025-05-13 15:00:00+00:00,1.1,4.1,256.0,247.0
1473A,2025-05-13 15:00:00+00:00,1.2,3.4,273.0,246.0
1475X,2025-05-13 15:00:00+00:00,0.4,3.6,2.0,313.0
1477V,2025-05-13 15:00:00+00:00,3.5,6.7,276.0,260.0
1484C,2025-05-13 15:00:00+00:00,0.8,1.9,205.0,170.0
1486E,2025-05-13 15:00:00+00:00,1.3,2.3,250.0,299.0
1489A,2025-05-13 15:00:00+00:00,1.4,4.7,221.0,290.0
1495,2025-05-13 15:00:00+00:00,2.7,5.1,270.0,260.0
1496X,2025-05-13 15:00:00+00:00,1.2,3.0,339.0,330.0
1505,2025-05-13 15:00:00+00:00,1.1,3.2,292.0,285.0
1518A,2025-05-13 15:00:00+00:00,1.2,3.3,342.0,10.0
1521X,2025-05-13 15:00:00+00:00,2.9,7.8,269.0,267.0
1535I,2025-05-13 15:00:00+00:00,2.0,,354.0,
1541B,2025-05-13 15:00:00+00:00,4.1,12.0,170.0,192.0
1542,2025-05-13 15:00:00+00:00,3.5,6.0,324.0,316.0
1549,2025-05-13 15:00:00+00:00,1.8,4.0,242.0,205.0
1631E,2025-05-13 15:00:00+00:00,2.5,6.3,301.0,323.0
1639X,2025-05-13 15:00:00+00:00,2.5,7.0,226.0,262.0
1679A,2025-05-13 15:00:00+00:00,1.5,6.6,345.0,330.0
1690A,2025-05-13 15:00:00+00:00,1.0,6.1,181.0,273.0
1700X,2025-05-13 15:00:00+00:00,2.0,4.6,302.0,343.0
1701X,2025-05-13 15:00:00+00:00,2.6,5.9,328.0,320.0
1735X,2025-05-13 15:00:00+00:00,3.0,6.7,15.0,263.0
1740,2025-05-13 15:00:00+00:00,2.6,5.6,26.0,47.0
2017Y,2025-05-13 15:00:00+00:00,2.9,7.9,152.0,150.0
2030,2025-05-13 15:00:00+00:00,1.5,3.1,294.0,320.0
2044B,2025-05-13 15:00:00+00:00,3.1,5.8,256.0,262.0
2048A,2025-05-13 15:00:00+00:00,1.8,4.6,268.0,285.0
2059B,2025-05-13 15:00:00+00:00,2.3,6.3,314.0,227.0
2092,2025-05-13 15:00:00+00:00,2.3,6.2,237.0,305.0
2096B,2025-05-13 15:00:00+00:00,3.4,6.2,301.0,295.0
2106B,2025-05-13 15:00:00+00:00,2.9,6.5,315.0,272.0
2117D,2025-05-13 15:00:00+00:00,1.3,5.1,264.0,289.0
2135A,2025-05-13 15:00:00+00:00,1.9,5.8,90.0,210.0
2140A,2025-05-13 15:00:00+00:00,4.6,8.5,282.0,277.0
2150H,2025-05-13 15:00:00+00:00,1.6,4.7,354.0,22.0
2172Y,2025-05-13 15:00:00+00:00,2.4,4.7,282.0,265.0
2182C,2025-05-13 15:00:00+00:00,0.7,3.3,179.0,160.0
2192C,2025-05-13 15:00:00+00:00,3.1,5.7,333.0,327.0
2235U,2025-05-13 15:00:00+00:00,3.6,11.6,195.0,204.0
2243A,2025-05-13 15:00:00+00:00,2.5,6.7,262.0,252.0
2276B,2025-05-13 15:00:00+00:00,2.9,7.4,204.0,190.0
2285B,2025-05-13 15:00:00+00:00,3.4,9.1,259.0,260.0
2290Y,2025-05-13 15:00:00+00:00,1.8,5.4,269.0,262.0
2296A,2025-05-13 15:00:00+00:00,1.9,6.6,186.0,190.0
2298,2025-05-13 15:00:00+00:00,2.3,7.6,276.0,240.0
2302N,2025-05-13 15:00:00+00:00,3.6,7.5,267.0,247.0
2331,2025-05-13 15:00:00+00:00,4.8,8.9,271.0,263.0
2362C,2025-05-13 15:00:00+00:00,4.7,7.7,256.0,262.0
2374X,2025-05-13 15:00:00+00:00,1.5,5.3,208.0,208.0
2400E,2025-05-13 15:00:00+00:00,2.4,6.3,246.0,59.0
2422,2025-05-13 15:00:00+00:00,1.6,5.1,296.0,273.0
2430Y,2025-05-13 15:00:00+00:00,1.8,6.6,129.0,185.0
2444,2025-05-13 15:00:00+00:00,3.0,4.9,86.0,110.0
2453E,2025-05-13 15:00:00+00:00,2.6,,,
2456B,2025-05-13 15:00:00+00:00,2.0,5.4,283.0,277.0
2462,2025-05-13 15:00:00+00:00,3.4,6.6,162.0,154.0
2465,2025-05-13 15:00:00+00:00,1.7,4.6,249.0,238.0
2482B,2025-05-13 15:00:00+00:00,1.5,5.7,336.0,275.0
2491C,2025-05-13 15:00:00+00:00,4.4,8.1,221.0,287.0
2503B,2025-05-13 15:00:00+00:00,0.9,4.7,270.0,262.0
2507Y,2025-05-13 15:00:00+00:00,1.4,4.5,129.0,260.0
2512Y,2025-05-13 15:00:00+00:00,1.7,4.7,88.0,337.0
2517A,2025-05-13 15:00:00+00:00,2.3,9.8,198.0,275.0
2536D,2025-05-13 15:00:00+00:00,2.0,4.1,166.0,195.0
2555B,2025-05-13 15:00:00+00:00,2.7,4.8,219.0,282.0
2565,2025-05-13 15:00:00+00:00,1.6,7.0,357.0,222.0
2568D,2025-05-13 15:00:00+00:00,3.0,7.0,252.0,302.0
2593D,2025-05-13 15:00:00+00:00,3.8,7.0,189.0,200.0
2604B,2025-05-13 15:00:00+00:00,1.6,3.5,178.0,122.0
2611D,2025-05-13 15:00:00+00:00,3.4,6.7,224.0,245.0
2614,2025-05-13 15:00:00+00:00,1.6,4.0,326.0,278.0
2624C,2025-05-13 15:00:00+00:00,2.2,5.0,12.0,250.0
2626Y,2025-05-13 15:00:00+00:00,2.7,5.8,229.0,240.0
2630X,2025-05-13 15:00:00+00:00,2.4,5.6,181.0,208.0
2661,2025-05-13 15:00:00+00:00,1.1,6.2,350.0,240.0
2664B,2025-05-13 15:00:00+00:00,3.2,9.3,189.0,250.0
2701D,2025-05-13 15:00:00+00:00,2.6,8.3,188.0,185.0
2728B,2025-05-13 15:00:00+00:00,4.5,7.3,310.0,310.0
2734D,2025-05-13 15:00:00+00:00,2.5,4.7,334.0,335.0
2737E,2025-05-13 15:00:00+00:00,3.8,6.7,7.0,354.0
2742R,2025-05-13 15:00:00+00:00,2.6,5.6,21.0,325.0
2755X,2025-05-13 15:00:00+00:00,2.3,6.9,250.0,211.0
2766E,2025-05-13 15:00:00+00:00,1.7,6.0,201.0,227.0
2775X,2025-05-13 15:00:00+00:00,2.8,7.8,253.0,253.0
2777K,2025-05-13 15:00:00+00:00,4.6,7.7,198.0,190.0
2789H,2025-05-13 15:00:00+00:00,5.3,8.2,231.0,235.0
2804F,2025-05-13 15:00:00+00:00,4.4,6.8,248.0,250.0
2828Y,2025-05-13 15:00:00+00:00,6.6,10.3,233.0,242.0
2847X,2025-05-13 15:00:00+00:00,4.7,7.5,259.0,240.0
2863C,2025-05-13 15:00:00+00:00,1.6,4.8,224.0,300.0
2867,2025-05-13 15:00:00+00:00,2.3,4.1,200.0,190.0
2870,2025-05-13 15:00:00+00:00,3.3,8.3,259.0,282.0
2873X,2025-05-13 15:00:00+00:00,6.1,11.5,271.0,277.0
2882D,2025-05-13 15:00:00+00:00,3.1,,345.0,
2885K,2025-05-13 15:00:00+00:00,3.9,10.0,246.0,227.0
2891A,2025-05-13 15:00:00+00:00,5.0,8.3,289.0,262.0
2914C,2025-05-13 15:00:00+00:00,4.1,6.7,259.0,272.0
2916A,2025-05-13 15:00:00+00:00,5.7,10.0,280.0,278.0
2918Y,2025-05-13 15:00:00+00:00,6.1,9.1,282.0,277.0
2926B,2025-05-13 15:00:00+00:00,1.7,6.6,305.0,267.0
2930Y,2025-05-13 15:00:00+00:00,2.3,6.1,216.0,210.0
2945A,2025-05-13 15:00:00+00:00,1.8,6.2,245.0,295.0
2946X,2025-05-13 15:00:00+00:00,1.0,3.9,276.0,270.0
